19.88758337	227.7238145
20.82328477	220.1048564
15.14560523	166.7904437
16.21814959	203.8635134
20.65756762	167.9452975
20.10725628	215.4155047
17.85243187	215.8568864
19.19345931	226.5862848
17.88339889	222.4708875
19.54586898	211.0651097
16.31753459	231.3961741
18.25253228	182.4158125
15.67869942	184.6319996
21.451497	205.2691948
17.70611209	193.6697349
23.58372002	170.7190694
19.32988487	249.0648381
16.81127714	217.6142287
18.99257729	170.5102048
24.96439341	197.8422028
16.31247086	232.4750725
20.67079792	181.9763212
17.45358854	282.548933
21.75552113	204.4336323
22.48773848	212.1783934
16.84813414	248.8287964
22.06194007	203.0120137
20.317827	196.3833257
22.86547679	221.707926
20.83091584	181.7120305
27.34682513	252.7684083
16.23507789	186.060678
18.58564681	174.8547766
18.65787364	158.584697
22.96566202	207.8411009
16.13691693	216.2897518
19.51738092	212.1366316
19.62930086	200.7516166
20.79681678	186.7376836
16.92855512	229.3804493
17.1164031	240.8505807
18.53829127	229.619147
19.62496508	209.9892482
19.35494717	211.2132532
18.5783833	223.2603374
21.00221775	249.3129868
21.61880443	227.7224548
17.82753417	176.0219996
18.59052483	189.5554299
21.76916864	203.1923439
21.84022739	159.1819018
21.22885952	171.8215602
18.43286267	215.5469522
22.82888655	192.3805669
21.39315239	186.2036175
17.85713448	186.8028086
19.83848514	234.4024102
19.93295408	233.1846658
16.48760912	202.9817488
24.97396963	222.9749079
24.81090773	203.3666682
19.32362162	213.8526611
15.60130455	236.7560182
20.85963322	209.9899945
16.38788937	238.9286055
17.90319313	161.4221893
19.22334634	227.8635236
17.07182106	251.3738515
23.06081188	187.2010483
17.98336919	221.9680937
23.74012196	217.9780521
21.63860488	200.0947888
19.09176391	204.9334172
16.80313405	204.3070722
17.92662599	226.0383208
22.61512148	193.8606879
18.45973888	235.7528086
17.48244188	228.2299499
22.06626905	202.2991005
22.39324052	237.8292043
23.2947891	187.14822
22.02365199	178.912944
20.20058023	199.4330974
20.93004293	207.1023137
20.47787326	193.1077867
22.89224254	184.7210307
21.19627872	229.2034185
14.37722965	231.8506671
13.62842247	212.0907395
20.26281504	192.0136645
17.47944158	216.2639318
20.87438412	214.1919905
21.32402904	195.1119554
19.25161682	201.0740784
18.03099999	205.9505809
19.17300536	222.3672015
21.04766668	245.2728315
20.7418787	231.0724301
23.87530503	234.468577
12.02729952	249.5693649
18.40473017	196.2361014
20.57890716	203.2349495
20.60282793	173.3741681
21.42595393	233.178926
18.92596219	245.9185426
19.73074463	210.6808196
13.40404615	240.3593427
19.60010646	176.4663859
27.47730548	210.1397176
19.05652154	200.7995937
25.36167434	200.099833
21.51579673	152.2248846
25.59710891	251.2014698
19.25832927	190.4964124
20.75153895	157.8140388
17.32190675	217.5639854
17.94843833	213.3716125
20.91846688	251.4564211
12.50530661	229.7632356
23.02038422	235.8114882
16.31793679	159.9742011
18.02625266	228.7119472
16.78545488	218.1054911
22.68731475	170.2235357
18.02682064	224.1523366
12.81342322	202.1896839
16.3632865	233.7515621
18.99735633	237.611431
15.42955351	218.0658332
16.12869196	229.1585033
19.86959576	182.9498695
15.65167775	233.3464305
19.34004332	194.8578434
18.63936173	235.1485306
